Node Number	X Location (m)	Y Location (m)	Z Location (m)	
795	4.1676e-002	1.3477e-002	1.6311e-002	
797	3.8592e-002	1.3377e-002	1.6177e-002	
799	3.551e-002	1.3272e-002	1.6034e-002	
801	3.2438e-002	1.3145e-002	1.5864e-002	
803	2.9384e-002	1.2971e-002	1.5633e-002	
805	2.6354e-002	1.273e-002	1.5314e-002	
807	2.3333e-002	1.2438e-002	1.4927e-002	
809	2.0303e-002	1.2129e-002	1.4517e-002	
811	1.7265e-002	1.1841e-002	1.4129e-002	
813	1.4273e-002	1.155e-002	1.3735e-002	
815	1.1387e-002	1.1186e-002	1.3238e-002	
817	8.5984e-003	1.0682e-002	1.2553e-002	
819	5.6741e-003	1.0043e-002	1.1684e-002	
821	2.1686e-003	9.5665e-003	1.1029e-002	
823	-1.6178e-003	1.0039e-002	1.1656e-002	
825	-4.5202e-003	1.1269e-002	1.3286e-002	
827	-6.7243e-003	1.2549e-002	1.4957e-002	
829	-8.6524e-003	1.3806e-002	1.6575e-002	
831	-1.0498e-002	1.5042e-002	1.8154e-002	
833	-1.2368e-002	1.6263e-002	1.9703e-002	
835	-1.4335e-002	1.7465e-002	2.122e-002	
837	-1.6493e-002	1.8632e-002	2.2684e-002	
839	-1.8993e-002	1.9707e-002	2.4021e-002	
841	-2.1959e-002	2.0495e-002	2.4993e-002	
843	-2.5167e-002	2.0862e-002	2.5442e-002	
845	-2.8347e-002	2.0943e-002	2.5537e-002	
847	-3.1461e-002	2.0948e-002	2.554e-002	
849	-3.4556e-002	2.0947e-002	2.5535e-002	
851	-3.765e-002	2.0945e-002	2.5529e-002	
853	-4.0742e-002	2.0946e-002	2.5526e-002	
855	-4.3835e-002	2.095e-002	2.5527e-002	
857	-4.6929e-002	2.0954e-002	2.5528e-002	
859	-5.0023e-002	2.0958e-002	2.5528e-002	
861	-5.3117e-002	2.0959e-002	2.5526e-002	
863	-5.6211e-002	2.096e-002	2.5523e-002	
865	-5.9305e-002	2.0962e-002	2.552e-002	
867	-6.2398e-002	2.0965e-002	2.5519e-002	
869	-6.5492e-002	2.0968e-002	2.5518e-002	
871	-6.8586e-002	2.097e-002	2.5516e-002	
873	-7.168e-002	2.0972e-002	2.5513e-002	
875	-7.4773e-002	2.0974e-002	2.5511e-002	
877	-7.7867e-002	2.0976e-002	2.5508e-002	
879	-8.0961e-002	2.0979e-002	2.5506e-002	
881	-8.4055e-002	2.0981e-002	2.5503e-002	
883	-8.7148e-002	2.0984e-002	2.5501e-002	
885	-9.0242e-002	2.0986e-002	2.5498e-002	
887	-9.3336e-002	2.0988e-002	2.5495e-002	
889	-9.643e-002	2.0991e-002	2.5492e-002	
891	-9.9523e-002	2.0993e-002	2.5489e-002	
893	-0.10262	2.0996e-002	2.5486e-002	
895	-0.10571	2.0998e-002	2.5483e-002	
897	5.7128e-002	1.517e-002	1.5186e-002	
898	5.4035e-002	1.515e-002	1.5166e-002	
901	5.0941e-002	1.5141e-002	1.5158e-002	
903	4.785e-002	1.5116e-002	1.5133e-002	
905	4.4762e-002	1.5051e-002	1.5068e-002	
907	4.1676e-002	1.4952e-002	1.497e-002	
909	3.8592e-002	1.4834e-002	1.4852e-002	
911	3.551e-002	1.4709e-002	1.4727e-002	
913	3.2438e-002	1.4558e-002	1.4577e-002	
915	2.9385e-002	1.4354e-002	1.4373e-002	
917	2.6354e-002	1.4072e-002	1.4092e-002	
919	2.3334e-002	1.3729e-002	1.3749e-002	
921	2.0303e-002	1.3366e-002	1.3387e-002	
923	1.7266e-002	1.3024e-002	1.3046e-002	
925	1.4274e-002	1.2678e-002	1.2701e-002	
927	1.1389e-002	1.2243e-002	1.2267e-002	
929	8.6014e-003	1.1643e-002	1.1668e-002	
931	5.6764e-003	1.0881e-002	1.0909e-002	
933	2.1668e-003	1.0308e-002	1.0338e-002	
935	-1.6253e-003	1.0866e-002	1.0894e-002	
937	-4.5314e-003	1.2314e-002	1.2337e-002	
939	-6.7352e-003	1.3803e-002	1.3824e-002	
941	-8.661e-003	1.525e-002	1.527e-002	
943	-1.0504e-002	1.6665e-002	1.6685e-002	
945	-1.237e-002	1.8057e-002	1.8077e-002	
947	-1.4334e-002	1.9422e-002	1.9443e-002	
949	-1.6489e-002	2.0745e-002	2.0765e-002	
951	-1.8989e-002	2.1958e-002	2.1978e-002	
953	-2.1956e-002	2.2845e-002	2.2864e-002	
955	-2.5164e-002	2.3255e-002	2.3274e-002	
957	-2.8346e-002	2.3343e-002	2.3363e-002	
959	-3.146e-002	2.3347e-002	2.3366e-002	
961	-3.4555e-002	2.3344e-002	2.3364e-002	
963	-3.7649e-002	2.334e-002	2.336e-002	
965	-4.0741e-002	2.3339e-002	2.3359e-002	
967	-4.3834e-002	2.334e-002	2.3361e-002	
969	-4.6928e-002	2.3343e-002	2.3364e-002	
971	-5.0023e-002	2.3344e-002	2.3365e-002	
973	-5.3117e-002	2.3344e-002	2.3365e-002	
975	-5.621e-002	2.3342e-002	2.3364e-002	
977	-5.9304e-002	2.3342e-002	2.3363e-002	
979	-6.2398e-002	2.3342e-002	2.3364e-002	
981	-6.5491e-002	2.3343e-002	2.3364e-002	
