Node Number	X Location (m)	Y Location (m)	Z Location (m)	
1441	8.3584e-003	5.8649e-003	-1.2417e-002	
1443	6.0343e-003	5.7183e-003	-1.1588e-002	
1445	3.491e-003	5.6023e-003	-1.0803e-002	
1447	6.1635e-004	5.5669e-003	-1.0437e-002	
1449	-2.3114e-003	5.6866e-003	-1.1033e-002	
1451	-4.8184e-003	5.955e-003	-1.2351e-002	
1453	-6.8928e-003	6.3205e-003	-1.3904e-002	
1455	-8.6867e-003	6.753e-003	-1.553e-002	
1457	-1.0299e-002	7.2306e-003	-1.7183e-002	
1459	-1.1795e-002	7.7361e-003	-1.8845e-002	
1461	-1.3231e-002	8.2565e-003	-2.05e-002	
1463	-1.4655e-002	8.7851e-003	-2.2143e-002	
1465	-1.611e-002	9.3173e-003	-2.3767e-002	
1467	-1.7646e-002	9.8496e-003	-2.536e-002	
1469	-1.9345e-002	1.0375e-002	-2.6892e-002	
1471	-2.1311e-002	1.0866e-002	-2.8273e-002	
1473	-2.3574e-002	1.1272e-002	-2.9381e-002	
1475	-2.6058e-002	1.1549e-002	-3.0117e-002	
1477	-2.863e-002	1.1689e-002	-3.048e-002	
1479	-3.1197e-002	1.173e-002	-3.0572e-002	
1481	-3.3724e-002	1.1712e-002	-3.0504e-002	
1483	-3.621e-002	1.1671e-002	-3.0371e-002	
1485	-3.867e-002	1.164e-002	-3.0263e-002	
1487	-4.1126e-002	1.1639e-002	-3.0242e-002	
1489	-4.3594e-002	1.1662e-002	-3.0287e-002	
1491	-4.6077e-002	1.1693e-002	-3.0356e-002	
1493	-4.8572e-002	1.1717e-002	-3.0404e-002	
1495	-5.1068e-002	1.1724e-002	-3.0403e-002	
1497	-5.3558e-002	1.172e-002	-3.037e-002	
1499	-5.604e-002	1.1713e-002	-3.0328e-002	
1501	-5.8518e-002	1.1712e-002	-3.0301e-002	
1503	-6.0997e-002	1.172e-002	-3.03e-002	
1505	-6.3479e-002	1.1734e-002	-3.0315e-002	
1507	-6.5963e-002	1.1748e-002	-3.0333e-002	
1509	-6.845e-002	1.176e-002	-3.0341e-002	
1511	-7.0936e-002	1.1767e-002	-3.0335e-002	
1513	-7.342e-002	1.1772e-002	-3.0322e-002	
1515	-7.5904e-002	1.1777e-002	-3.0309e-002	
1517	-7.8387e-002	1.1783e-002	-3.0301e-002	
1519	-8.087e-002	1.1793e-002	-3.03e-002	
1521	-8.3354e-002	1.1804e-002	-3.0302e-002	
1523	-8.5838e-002	1.1814e-002	-3.0303e-002	
1525	-8.8322e-002	1.1823e-002	-3.0301e-002	
1527	-9.0806e-002	1.1832e-002	-3.0294e-002	
1529	-9.329e-002	1.184e-002	-3.0287e-002	
1531	-9.5774e-002	1.1849e-002	-3.0282e-002	
1533	-9.8258e-002	1.186e-002	-3.0281e-002	
1535	-0.10074	1.1871e-002	-3.028e-002	
1537	-0.10323	1.188e-002	-3.0274e-002	
1539	-0.10571	1.1886e-002	-3.0255e-002	
1681	5.71e-002	8.2325e-003	-1.7067e-002	
1683	5.4616e-002	8.2369e-003	-1.705e-002	
1685	5.2132e-002	8.2428e-003	-1.7036e-002	
1687	4.9649e-002	8.2464e-003	-1.7016e-002	
1689	4.7167e-002	8.2407e-003	-1.6972e-002	
1691	4.4688e-002	8.2217e-003	-1.6895e-002	
1693	4.2211e-002	8.1919e-003	-1.6789e-002	
1695	3.9734e-002	8.1547e-003	-1.6664e-002	
1697	3.7259e-002	8.1135e-003	-1.6526e-002	
1699	3.4787e-002	8.0681e-003	-1.6375e-002	
1701	3.2322e-002	8.0123e-003	-1.6194e-002	
1703	2.987e-002	7.9398e-003	-1.5967e-002	
1705	2.7432e-002	7.8448e-003	-1.5677e-002	
1707	2.5006e-002	7.7283e-003	-1.5325e-002	
1709	2.2583e-002	7.5996e-003	-1.493e-002	
1711	2.0156e-002	7.4677e-003	-1.4516e-002	
1713	1.7727e-002	7.3422e-003	-1.4105e-002	
1715	1.5317e-002	7.2205e-003	-1.369e-002	
1717	1.2952e-002	7.0877e-003	-1.3225e-002	
1719	1.0652e-002	6.9316e-003	-1.2669e-002	
1721	8.3959e-003	6.7395e-003	-1.1979e-002	
1723	6.0722e-003	6.5245e-003	-1.1169e-002	
1725	3.5122e-003	6.3389e-003	-1.0394e-002	
1727	6.001e-004	6.269e-003	-1.0032e-002	
1729	-2.371e-003	6.4472e-003	-1.0633e-002	
1731	-4.904e-003	6.8381e-003	-1.1949e-002	
1733	-6.9841e-003	7.3378e-003	-1.3484e-002	
1735	-8.7712e-003	7.9023e-003	-1.5074e-002	
1737	-1.037e-002	8.5079e-003	-1.6677e-002	
1739	-1.1849e-002	9.1373e-003	-1.8278e-002	
1741	-1.3267e-002	9.7781e-003	-1.9867e-002	
1743	-1.4671e-002	1.0425e-002	-2.1441e-002	
1745	-1.6106e-002	1.1074e-002	-2.2997e-002	
1747	-1.7625e-002	1.1722e-002	-2.4526e-002	
1749	-1.931e-002	1.2363e-002	-2.6004e-002	
1751	-2.127e-002	1.296e-002	-2.7347e-002	
1753	-2.3536e-002	1.3455e-002	-2.843e-002	
1755	-2.6031e-002	1.3791e-002	-2.9151e-002	
1757	-2.8615e-002	1.3961e-002	-2.9507e-002	
